address,comments_num,five,four,name,one,price,three,two
王府井大街255号北京市百货大楼北馆6层,6083,3208,1834,海碗居北京菜(百货大楼店),201,74,667,173
朝阳公园6号院蓝色港湾国际商区10号楼L-BS-47(传奇电影院楼上一层),6121,3719,1701,站点比萨(蓝色港湾店),122,87,483,96
巴沟路2号BHGMAII华联万柳购物中心5层,6118,3176,1774,绿茶(华联万柳店),270,70,677,221
首都机场燕翔东路8号(京客隆超市对面),6129,3417,1642,嘉和一品粥(机场天竺店),152,35,779,139
复兴路51号凯德晶品内LG层即一层,6137,2625,2090,表妹香港靓点餐厅(凯德晶品店),245,85,945,232
广顺北大街33号凯德MALL4楼,6143,3685,1743,南京大牌档(望京凯德店),112,69,494,109
金城坊街2号金融街购物中心2期B1层,6149,5286,553,潮堂(金融街购物中心店),66,134,182,62
首都体育馆南路6号新世纪饭店二楼,6150,4066,1188,唐宫海鲜舫(新世纪店),140,131,433,108
雁栖镇长园村318号(雁栖湖),6156,603,1121,北京水岸山吧度假村(雁栖镇店),200,106,648,127
鲁谷路雕塑公园南门台湾街宝岛夜市,6164,4301,1152,木屋烧烤(北京台湾街店),160,78,429,121
望京湖光北街9号(旺角购物广场西北侧),6197,4879,858,木屋烧烤(望京店),94,70,299,67
朝阳北路长楹天街购物中心东区4层,6203,5214,685,汤城小厨(长楹天街购物中心店),88,87,160,56
西直门外大街1号凯德MALL6楼,6218,4394,1189,小城渔家(凯德MALL店),136,94,398,101
新源街18号京客隆北,6222,4943,792,京味斋烤鸭店(新源街店),155,85,261,71
东大桥路9号侨福芳草地购物中心LG2层(胜博殿炸日式猪扒斜对面),6264,2967,2068,博多一幸舍(侨福芳草地购物中心店),161,65,862,206
东打磨厂街7号新活馆1-2楼西南角(祈年大街北口),6273,3503,1943,暹罗泰(新活馆店),114,179,587,125
东直门南大街1号来福士5层(地铁东直门站D出口),6276,2566,2407,太兴餐厅(来福士店),186,89,933,177
中关村大街19号新中关购物中心3楼,6277,3148,1940,炉鱼(新中关购物中心店),353,81,649,187
建国路87号北京SKPD区6层D6001号,6295,4162,982,鼎泰丰(SKP店),53,147,399,83
复兴路51号凯德晶品购物中心5层(近万寿路地铁站),6307,4161,1583,羲和同乐烤鸭坊(万寿路店),57,143,425,81
海淀南路26号1号楼附近(近地铁10号线苏州街B口),6314,3452,1265,坪亭·铁板烧自助餐厅(中关村店),188,231,487,152
西大望路1号温特莱中心A座2楼(光华路口),6345,2488,2372,绿茶(光华店),276,72,1011,197
北四环东路118号西藏大厦首层,6357,4568,932,唐宫海鲜舫(西藏大厦店),135,146,330,78
建国门外大街2号北京银泰中心in01A座B1层B27B29号,6384,4946,983,汤城小厨(银泰店),110,92,271,74
西四南大街60号(近缸瓦市),6383,1972,2103,砂锅居(西四店),160,101,827,157
朝阳公园路6号蓝色港湾2层,6404,3386,1846,外婆家(蓝色港湾店),333,61,649,190
东兴隆街56号北京商界2楼西侧(近崇文门新世界),6424,3720,1860,大碗居(商界店),121,76,606,116
前门大街38号(大栅栏东口),6444,1524,1883,都一处烧麦馆(前门店),522,78,1512,426
西直门外大街1号凯德MALL6楼(近北京北站),6450,4642,1235,辣倒兔(凯德MALL店),113,94,380,80
欣宁街15号荟聚购物中心F区3层013号,6485,5377,569,赤坂亭炭火烧肉+日本料理(西红门荟聚购物中心店),181,250,270,88
七圣中街12号院爱琴海购物公园6层(近百盛购物中心),6504,4018,1852,将太无二(爱琴海购物公园店),83,157,475,76
五道口国际食尚苑1楼(康师傅私房牛肉面旁边步行街里面15米),6519,2711,2053,火炉火年糕火锅(五道口店),266,60,1155,334
和平里东街14区(近煤炭大厦),6525,3839,1892,小吊梨汤(和平里店),114,85,573,107
惠新东街9号,6554,3863,1073,新辣道鱼火锅(北京惠新店),78,93,376,69
朝阳北路101号朝阳大悦城9层,6600,3881,1557,火炉火烤肉·芝士排骨(朝阳大悦城店),339,94,642,181
花园路2号(牡丹园翠微大厦北侧，地铁10号线牡丹园站A口出),6600,3004,1933,海碗居北京菜(牡丹园店),133,57,820,165
西单北大街131号西单大悦城7楼(近君太百货),6589,1015,1304,蕉叶(西单大悦城店),1075,134,1344,673
神路街39号(近人寿大厦),6621,4142,1860,小吊梨汤(日坛店),78,88,474,67
东直门外新中街甲3号蜂巢剧场1层,6702,4688,1497,伙伴日式烤肉,116,141,326,75
知春路甲20号(近中国医药大厦),6689,4505,1704,高兴火锅(知春路店),48,104,386,46
复兴路乙12号中铝大厦一层西侧(近军事博物馆),6732,4972,654,小肥羊(军博店),119,90,315,100
西单北大街133号君太百货6楼,6732,4382,1424,雕爷牛腩(君太百货店),168,165,616,142
西单北大街甲131号西单大悦城8层6号(君太百货，汉光百货，西单商场，西单明珠，中国银行总部),6742,3793,1920,一味一诚活鱼现烤才好吃(西单大悦城店),196,89,676,157
高梁桥斜街59号中坤大厦内钟鼎楼食府3楼(近西直门凯德MALL),6744,3247,2131,蓝钻国际美食自助百汇(西直门店),211,133,923,232
交通大学路8号(交大南门东200米),6778,3662,1841,辣尚瘾(交大店),84,75,566,98
西坝河光熙门北里35号楼,6810,2821,1761,蟹老宋香锅(西坝河店),194,97,945,283
丹棱街甲1号欧美汇购物中心6楼(近海淀黄庄),6814,1620,2245,金钱豹(中关村店),672,228,1696,580
朝阳北路101号朝阳大悦城6层,6813,3642,1865,很高兴遇见你(朝阳大悦城店),250,110,830,226
"金宝街21号一层(金宝大厦东侧，金宝汇正门北面进20米,红绿灯路口北面)",6826,5483,914,汤城小厨(金宝街店),62,94,230,48
中关村丹棱街甲1号欧美汇购物中心5楼,6847,2140,2990,港丽餐厅(欧美汇购物中心店),291,111,1195,231
鼓楼东大街225号,6860,4534,1774,火齐潮汕砂锅粥(鼓楼二店),67,78,411,74
七圣中街12号院爱琴海购物公园4层(近地铁13号线光熙门站),6915,3443,2026,外婆家(爱琴海购物公园店),464,59,762,220
北土城西路105号院(地铁健德门A出口),6929,5530,921,木屋烧烤(健德门店),107,73,302,69
花园路2号33号楼翠微百货牡丹美食街2号(翠微商场北门对面),6956,3127,2034,江边城外烤全鱼(牡丹园店),142,83,604,116
阜通东大街6号院方恒购物中心3层,6957,5118,1259,西贝莜面村(方恒购物中心店),102,90,389,88
朝阳北路朝阳大悦城6层,6974,2984,2221,金鼎轩·南北点心专门店(朝阳北路大悦城店),360,61,1110,299
建国路91号金地广场C座3层,7009,3889,2090,将太无二(金地广场店),111,143,620,104
朝阳北路101号朝阳大悦城7层,7012,4022,1435,水货SEAHOOD(朝阳大悦城店),402,114,844,309
慧忠北里111号楼金利大厦(近奥林匹克森林公园),7042,3775,1530,眉州东坡(亚运村店),122,76,443,84
南三环西路16号凯德mall.大峡谷4层(右安南桥东南角，搜宝商务中心西侧),7056,5738,875,汤城小厨(凯德mall大峡谷店),123,90,240,80
酒仙桥北路2号(近798艺术区北门),7062,4047,2137,那家小馆(酒仙桥店),158,131,597,123
大屯路甲2号院南沙滩小区37号楼1607室,7067,4135,1367,大鸭梨烤鸭店(亚运村店),349,78,753,249
中关村大街19号(新中关购物中心2层),7089,5013,1493,纽约客美式餐厅(新中关店),77,122,431,75
崇文门外大街3-5号新世界百货青春馆3层,7084,2483,2145,便宜坊烤鸭店(新世界店),233,120,897,222
霄云桥外芳园西路6号(近丽都花园南门),7076,4166,1713,梧桐,68,347,435,72
蒲黄榆路28号(5号线蒲黄榆地铁C口旁),7104,5154,1275,木屋烧烤(方庄店),140,79,433,102
东三环长虹桥东南(兆龙饭店东门对面),7114,1893,1537,大董(团结湖店),115,292,519,108
牡丹园甲2号院 同观商业楼1层(近翠微百货向北500米),7160,4881,1242,金百万烤鸭店(牡丹园店),343,73,524,170
鼓楼大街3号燕赛奥特莱斯商场3层,494,279,109,好伦哥(密云燕赛奥特莱斯店),17,51,68,21
清河中街68号华润五彩城购物中心东区6层,7170,4277,2019,将太无二(五彩城店),194,144,555,125
工人体育场12号看台对面(近工体东门，富国海底世界),7192,4144,1951,有璟阁港式餐厅(三里屯店),172,114,536,114
利泽西园314号楼底商(望馨商业中心对面),7208,6375,549,HI辣火锅(望京店),74,127,157,53
西直门外大街1号凯德MALL2楼,7209,4716,1491,汤城小厨(西直门凯德店),221,87,593,188
和平里西街21号北京商报2层(天丰利商场旁),7210,5203,1598,四季民福烤鸭店(和平里店),73,140,284,52
东三环北路27号嘉铭中心B1(康莱德酒店，嘉盛中心，八十中学),7215,4375,2075,tomacado花厨,135,178,533,97
广顺南大街16号院 望京新世界3层,7244,3325,2178,绿茶(望京新世界店),478,68,974,289
王府井大街301号新燕莎金街购物广场7层-MF704,7251,4858,1669,旺顺阁鱼头泡饼(王府井店),113,132,497,114
酒仙桥路18号颐堤港2层(近将台地铁站),7260,4860,1627,潮堂(颐堤港店),90,125,564,119
宣武门外大街8号庄胜崇光百货新馆5F,7268,3932,1142,西堤厚牛排(北京庄胜崇光店),51,156,379,63
白家庄东里甲4号,7286,4428,2135,小吊梨汤(团结湖店),99,90,533,91
工人体育场北路21号永利国际东北角底商(停车场入口处直走到头),7326,4568,2012,一坐一忘丽江主题餐厅(工体店),77,112,571,98
西单明珠商场东门外围横二条1320号(近吉野家),7339,5401,1463,鲍师傅糕点(西单总店),64,36,342,69
王府井大街138号北京apm6楼,7365,4885,1895,速度披萨(北京apm店),75,101,448,62
翠微路12号凯德MALL2层,7368,5443,1424,西贝莜面村(凯德MALL店),63,85,367,71
工体北路13号世茂广场·工三4层(近工体),7369,2889,2281,便宜坊烤鸭店(世茂广场·工三店),682,121,1074,442
前门廊坊二条18号(近前门大街),7379,4828,1868,四季民福烤鸭店(前门廊坊二条店),98,118,493,91
东直门南大街1号北京来福士5层,7396,4799,1588,豆捞坊(来福士店),103,93,588,96
欣宁街15号荟聚购物中心G区3层,7401,4253,1980,金海华·小爱都市情感餐厅(北京荟聚店),166,79,792,210
东四十条23号(公交车站西侧),7488,5148,1798,四季民福烤鸭店(东四十条店),105,145,363,74
西单北大街131号西单大悦城6F-25(近君太百货),7519,2349,2917,鹿港小镇(西单大悦城店),249,98,1635,301
崇文门外大街国瑞购物中心3层,7541,4675,1855,汉口街头(国瑞城店),152,85,673,186
广顺北大街33号广顺北大街33号凯德MALL7层(地铁14号线阜通地铁站A1口出),7556,6398,808,水木锦堂铁板烧·自助(凯德MALL望京店),99,213,191,60
西单北大街133号君太百货B1楼(近西单大悦城),7562,4626,1706,零度空间(君太百货店),225,78,783,222
崇文门外大街18号国瑞购物中心3层,7641,5064,1657,西堤厚牛排(国瑞购物中心店),77,158,537,93
王府井大街帅府园胡同9号,7670,2318,1842,北京全聚德(王府井店),584,200,1164,393
半步桥街14号(近里仁街),7725,4691,2022,局气(南站店),166,95,706,140
王府井大街138号北京apmA区6层609A,7760,4452,2213,先生下厨(北京apm店),155,79,777,163
朝阳北路101号朝阳大悦城7层,7803,5300,1542,度小月(朝阳大悦城店),102,75,691,168
东三环中路18号东环国际大厦3层(位于双井桥东北，晨曦百货对面),7830,4124,2194,东来顺(朝阳双井店),252,106,984,276
大酱坊胡同7号(北京市第二轻工业总公司干部学校旁),7871,5130,1919,丽江庭院之爱在路上(西单店),138,151,546,138
成府路28号五道口购物中心6楼(近五道口电影院),7905,4106,2411,麻小麻辣诱惑(五道口店),132,107,650,124
花园路2号翠微百货北门牡丹园餐饮街(翠微大厦对面),7907,5418,1750,辣尚瘾(牡丹园店),103,71,538,99
五道口国际食尚苑1楼(地铁13号线A口出东行10米步行街左转),7961,3928,2443,金草帽·春川鸡排锅(五道口店),197,60,1099,294
太阳宫中路12号凯德MALL4层(地铁10号线太阳宫站C口出),7979,6384,1058,汤城小厨(凯德MALL太阳宫店),134,90,305,98
北三环西路甲30号双天大厦西南角(双安商场向东200米；联想桥西400米路南),7997,4265,2226,川军本色(双榆树双安店),90,109,620,100
灯市口西街32号东华饭店1楼,8044,5241,2068,四季民福烤鸭店(灯市口店),92,137,375,70
青年路西里3号院10号楼1层(近金凤成祥),8058,5412,1739,玫瑰花园自助烤肉(青年路店),132,76,628,147
朝阳公园路6号蓝色港湾购物中心L-05(朝阳公园北侧),8088,6345,1224,汤城小厨(蓝色港湾店),137,100,306,76
西单北大街176号汉光百货8层(华南大厦),8087,4001,1927,麻小麻辣诱惑(汉光店),191,105,666,185
石景山路万达广场4号楼商业步行街三层(近石景山区政府),8088,5545,1439,麻小麻辣诱惑(万达店),184,103,610,145
崇文门新怡家园商务楼3号楼A座底商(新世界1期后身),8105,6363,1189,潮粥荟· 潮汕砂锅粥(崇文门新世界店),107,88,359,87
东四北大街257号(近张自忠路地铁站D口),8192,4604,2449,起司家甜品·芝士·榴莲·蛋糕(东四店),82,52,904,153
清河中街68号华润五彩城购物中心西区4层,8201,4051,2254,便宜坊(华润五彩城购物中心店),479,113,1076,341
车公庄大街北里1号乌鲁木齐驻京办(五栋大楼北),8305,1941,2704,新疆饭庄,77,76,903,97
东直门内大街288-6号,8329,4289,2607,蛙蛙叫干锅年代(东直门簋街店),223,91,976,234
大屯里312号金泉广场F栋一层(近北苑路),8349,4870,2607,将太无二(金泉广场餐厅),125,145,631,116
武圣路农光里206号(农光里市场对面),8329,6284,1413,木屋烧烤(北京武圣路店),92,72,449,92
欣宁街15号荟聚购物中心H区3层,8359,6615,807,大咀港式茶餐厅(荟聚购物中心西红门店),261,86,508,168
西单北大街110号老佛爷百货5楼(近地铁灵境胡同站),8373,5481,1671,雕爷牛腩(老佛爷百货店),240,160,734,247
东打磨厂街7号新活馆B1楼,8387,5642,1931,西贝莜面村(崇文门店),108,87,598,108
曙光西甲里5号院24号楼凤凰汇购物中心3楼L301-L302号铺,8418,3784,2663,绿茶(凤凰汇店),394,67,1261,316
湖光中街甲6号港旅大厦2层(近教文大酒店),8565,5570,2208,坦坦大炉(望京店),142,122,520,125
王府井大街301号新燕莎金街购物广场7层MF705-706,8575,5229,2335,兔爷(燕莎金街店),109,94,760,142
太阳宫七圣中心12号爱琴海购物中心4层,8623,6981,1135,西贝莜面村(爱琴海购物中心店),82,88,343,82
湖光中街甲6号港旅大厦1层(近南湖南路北口),8623,6018,1966,鲜有基参鸡汤(张师傅望京港旅店),55,90,522,62
工体北路13号世茂广场工三4楼,8671,3363,3050,绿茶(工体店),387,70,1524,347
复兴路51号凯德晶品购物中心LG层13-14号(近costa coffee),8720,4710,2423,绿茶(凯德晶品店),415,68,916,256
望京国际商业中心B座6层(方恒购物中心),8755,7739,707,潮粥荟 ·潮汕砂锅粥(望京旗舰店),78,88,190,41
复兴路69号蓝色港湾购物中心北区6层,8781,6631,1436,关内关外(蓝色港湾店),163,58,457,94
前门大街东侧鲜鱼口老字号餐饮一条街,8787,4318,2740,便宜坊烤鸭(鲜鱼口店),261,130,1146,322
南池子大街11号故宫东门旁,8809,6930,1644,四季民福烤鸭店(故宫店),28,149,175,32
三里屯北路19号三里屯太古里南区B1层,8835,5869,1753,度小月(三里屯店),159,73,864,190
三丰北里2号悠唐购物中心5层,8848,6283,1884,西贝莜面村(悠唐购物中心店),93,94,486,102
鼓楼南大街2号楼3层动感商城3层(原天蓝尾货),164,110,28,福成自助烤肉(密云国泰店),10,58,13,3
欣宁街15号荟聚购物中心E区3层,8954,5575,2151,辛火牛吾牛｜和牛寿喜烧放题(西红门荟聚宜家店),211,94,803,214
"西直门外大街1号西环广场T1,五层21号(近西直门地铁站)",8986,4640,2359,麻小麻辣诱惑(西直门店),130,107,721,110
工体北路66号瑞士公寓西侧地下一层(港澳中心东),9298,4569,3225,将太无二(瑞士公寓餐厅店),119,136,845,132
中关村大街19号新中关大厦4层L429号(地铁10号线黄庄站A2出口),9423,5434,2614,麻小麻辣诱惑(新中关店),132,113,708,125
工体北路13号世茂广场4楼,9429,4646,3349,南京大牌档(三里屯世茂店),159,67,1108,167
阜成路北三街15号6户(近工商大学西校区东门),9457,6336,2406,俄式厨房(尚空间·航天桥店),103,133,510,102
西坝河中里6号(近国展后门),9515,6722,1937,木屋烧烤(北京国展店),133,71,602,121
丹棱街1号欧美汇购物中心4层(中关村大街与丹棱街交口),9639,7136,1690,西贝莜面村(中关村欧美汇店),165,89,517,131
王府井大街301号新燕莎金街购物广场606号,9665,4945,2987,弄堂里(王府井店),284,63,1142,307
西单北大街133号君太百货B1楼,9882,4640,3279,草本工坊(君太百货店),258,93,1391,314
成府路28号5道口购物中心3F(五道口购物中心3层),9903,5724,2232,水木锦堂铁板烧·自助(五道口店),347,189,940,289
亚运村小营东路3号(鸿炜亿家酒店三层),9961,6022,2558,鼎极轩海鲜烤肉自助(小营店),250,80,912,219
永定路66号长峰假日酒店1层(近正大南路),9982,9033,568,苏泰辣椒(长峰店),37,203,135,40
增光路11号(甘家口大厦西北、增光路上),10062,4541,2714,海碗居北京菜(增光路总店),263,64,1014,207
三里屯北小街1号(德国使馆东北角，婕妮路超市旁),10315,4009,2946,一坐一忘丽江主题餐厅(三里屯店),131,95,1037,153
玉渊潭南路普惠南里13号(近凯德MALL翠微路店),10329,5118,2473,基辅罗斯餐厅(翠微店),50,169,543,68
香饵胡同112号(近交道口),10370,7795,1711,HI辣火锅(香饵胡同店),168,127,539,157
东四十条甲22号南新仓商务大厦1-2楼(东四十条桥西南),10396,3137,2470,大董(南新仓店),174,299,727,142
紫竹院南路外文文化创意园(西门进院内),10426,6770,2759,小吊梨汤(白石桥店),132,89,657,108
广顺北大街33号凯德MALL5层,10439,5481,3030,火炉火(凯德MALL店),327,89,1017,245
王府井大街138号北京apmB区5层,10452,7020,1845,度小月(北京apm店),227,71,1078,282
王府井大街255号北京市百货大楼6楼,10514,7454,2416,漫火锅(北京市百货大楼店),63,125,489,92
蒲芳路方庄环岛东,10891,5210,3179,金鼎轩·南北菜(方庄店),247,79,1046,199
苏州街55号名商大厦2楼(近人民大学西门),10931,5476,3434,香草香草云南原生态火锅(人大西门店),110,100,1019,118
东三环南路48号北人大酒店2楼(双井桥南),10964,7708,2206,西贝莜面村(双井店),157,89,735,145
前门大街30号(近前门步行街),11041,3653,2972,北京全聚德(前门店),497,190,1483,399
六里桥北里10号院(京石高速旁),11348,6718,1741,西贝莜面村(六里桥店),116,96,500,101
崇文门外大街3-5号新世界百货综合馆5层,11351,5662,3453,绿茶(崇文门新世界店),474,70,1404,358
德内大街孝友胡同1号(近宋庆龄故居),11424,324,656,九门小吃,300,45,1187,478
王府井大街138号北京apmA区5层509,11595,7212,3139,西贝莜面村(北京apm店),166,91,875,203
东直门内大街235号，簋街西边(北新桥地铁5号线站，地铁站B口出往东走200m路北),11699,4510,3153,花家怡园(四合院总店),218,151,995,214
远大路北京世纪金源购物中心1F金源新燕莎MALL内,11734,5291,3502,金鼎轩·南北点心专门店(远大路金源西区店),349,60,1441,323
前门西大街14号楼(近地铁和平门站、师大附中),11866,3493,2303,全聚德(和平门店),308,204,1032,297
欣宁街15号荟聚西红门购物中心3楼(地铁4号线西红门站A口出),12576,8635,2945,小吊梨汤(大兴宜家店),140,86,713,143
西直门外大街1号嘉茂购物中心.西直门三层L3-21单位,12597,7350,2344,西堤厚牛排(北京西直门店),111,156,788,134
新中街甲3号蜂巢剧场B1层,12649,8417,3141,温野菜日式火锅,197,146,744,150
东升乡马坊村永泰庄北路9号（北五环林萃桥北第四个红绿灯左转）(地铁8号线永泰庄站东北口800米),12743,10215,1936,九十九顶毡房(清河店),128,225,390,70
东直门内大街233号,12761,6021,3930,胡大饭馆(簋街总店),478,150,1618,373
朝阳北路101号朝阳大悦城7层,12820,10143,1633,HI辣火锅(大悦城店),258,134,578,208
西单北大街131号西单大悦城7楼,12893,5390,3061,豆捞坊(西单大悦城店),241,98,1266,240
地安门西大街14号(近北海北门),12982,2861,3700,日昌餐馆(北海总店),359,73,1505,301
太仆寺街21号府右街宾馆1层(近8号苑西单二分店),13016,8343,3323,局气(西单店),195,97,973,182
中关村丹棱街甲1号欧美汇购物中心5层,13099,8144,3702,将太无二(欧美汇购物中心店),156,151,918,179
湖景东路9号新奥购物中心B1(屈臣氏对面),13172,8735,3378,小吊梨汤(新奥店),172,85,776,111
安慧北里逸园金泉广场南,13241,6227,4036,金鼎轩·南北菜(亚运村店),431,80,1488,306
平安里西大街14号(赵登禹路口西南),13441,9880,2685,满恒记火锅,109,84,586,124
朝阳门北大街8号富华大厦A座B1(近东四十条桥),13493,2325,1681,WAFFLEBOY窝夫小子蛋糕法式甜品(朝阳门店),256,78,691,174
朝阳北路107号罗马嘉园会所(朝阳大悦城对面),13753,7277,3859,火宴山自助火锅(大悦城店),371,84,1802,444
阜通东大街6号院方恒购物中心4层,13821,6721,4232,火宴山自助火锅(方恒购物中心店),381,77,1974,513
西牛角胡同1号(近明珠),13831,8351,3587,小杨楼新北京菜馆(西单店),233,68,1339,321
西直门外大街1号凯德MALL购物中心5层,14749,7791,4677,南京大牌档(西直门凯德店),371,64,1579,331
www.21cake.com,14844,6161,2862,21cake,143,114,680,117
东大桥路9号侨福芳草地购物中心LG2层(东大桥地铁站),15029,10442,2690,度小月(侨福芳草地购物中心店),242,73,1317,338
护国寺大街93号(人民剧场对面),15131,3661,4134,护国寺小吃(护国寺总店),267,26,2263,405
西直门外大街135号北京展览馆西侧门,15170,5136,3759,莫斯科餐厅,213,272,1557,320
世纪金源二期居然之家3F,15198,10943,2983,玫瑰花园自助烤肉(金源店),159,75,922,191
建国门外永安里10号(新华保险大厦南侧),15500,5465,4456,那家小馆(永安里店),138,130,1285,151
西单北大街111号西单国际大厦7楼(近辟才胡同),15569,6395,3839,渝信川菜(西单店),156,84,1120,155
西单北大街131号西单大悦城6楼(华威商场对面),15935,4106,5945,港丽餐厅(西单大悦城店),377,106,2418,410
中关村大街15号东方创业谷食宝街1层南侧,16188,7328,6142,南京大牌档(中关村店),345,64,2046,327
建国门内大街贡院西街头条5号(地铁建国门站A口出),17029,2741,3463,川办餐厅,454,77,1488,326
三丰北里2号悠唐购物中心5层,17066,9991,4571,火炉火烤肉·芝士排骨(悠唐购物中心店),411,80,1655,438
朝阳门外大街蓝岛大厦6层,17172,14675,1424,满福楼,38,118,268,27
牛街西里商业1号楼5-2号(清真超市旁),17672,10200,5113,聚宝源(牛街北口店),310,104,1291,193
南锣鼓巷49号(黑芝麻胡同口),19236,3951,5174,文宇奶酪店(南锣鼓巷店),213,16,3413,526
西单北大街109号西西友谊商场七层(西单商场对面),19882,4762,3045,海底捞火锅(西单店),80,97,550,61
花园东路2号,24862,7303,4773,海底捞火锅(牡丹园店),96,76,915,93
朝阳公园路6号(蓝色港湾国际商区1号楼L-DS-20A，蓝色港湾国际商区-北区),26361,20126,4361,窑啊窑窑炉烧烤(蓝色港湾店),275,105,1293,306
和平里西街地坛南门,27988,11769,7782,金鼎轩·南北菜(地坛店),493,76,2495,379
西单北大街133号太运广场7层,30286,9266,5461,麻小麻辣诱惑(君太店),287,94,1616,249
立汤路186号龙德广场5层,4517,2208,1069,永远爱小海鲜自助烤肉火锅,339,68,657,244
崇文门外大街40号搜秀购物广场4层,4464,2583,1228,玛喜达韩国年糕料理(搜秀购物广场店),57,56,498,98
复兴路万寿路凯德晶品购物中心409,4475,1930,1435,太兴餐厅(万寿路分店),222,94,692,196
松榆北路5号(潘家园桥东北侧，金利大厦底商),4482,3465,701,蝎王府(潘家园店),57,84,207,52
前海东沿10号,4484,2005,1592,云海肴云南菜(后海店),109,84,643,116
朝阳门外大街18号丰联广场4层,4490,2714,1152,唐宫海鲜舫(丰联广场店),114,166,406,104
建国门内大街18号恒基中心2层,4492,2675,986,金百万烤鸭店(恒基中心店),245,79,446,140
小菊儿胡同77号(近南锣鼓巷),4494,1737,1822,铃木食堂(小菊儿胡同店),103,72,710,121
马家堡西路15号时代风帆大厦北侧商用楼4楼(地铁四号线角门车站),4497,2594,1147,金百万烤鸭店(马家堡店),157,69,465,134
朝阳北路101号朝阳大悦城7层,4498,2604,1269,云海肴云南菜(朝阳大悦城店),112,96,414,99
劲松中街208号(京客隆对面),4506,1554,1313,眉州东坡(劲松店),91,73,456,71
金汇路8号世界城商业街星美影城一层大堂内(世贸天阶北侧),4510,2167,1544,湄南河泰厨(世界城店),89,117,583,127
远大路1号金源时代购物中心5层29号,4515,2146,1391,孔乙己(世纪金源店),199,106,611,168
中关村大街59号中国人民大学南区食堂集天餐厅(教学三楼后侧),4456,3036,846,集天餐厅(人大店),62,44,284,33
鼓楼东大街206号(近南锣鼓巷、什刹海、起司家、南锣肥猫、辛火、芝士青年),4385,2497,1313,火齐潮汕砂锅粥(鼓楼一店),78,72,418,79
北四环中路27号盘古大观酒店2楼(奥运村水立方西),4387,2053,1494,盘古七星酒店自助餐厅,124,586,559,141
朝阳门内大街79号-2(朝阳门环岛西侧100米北),4351,2049,1444,东四民芳餐厅(朝阳门总店),68,84,455,73
西三环中路11号中央电视塔内,4270,1966,1134,中央电视塔空中观景旋转餐厅,147,269,585,140
首体南路甲20号(近紫竹院路、白石新桥西南、紫竹院公园东南),4132,2271,895,正院大宅门(首体店),127,227,355,107
七圣路甲7号爱琴海购物中心4层(西坝河百盛购物旁边),4093,1854,1199,黄记煌三汁焖锅(爱琴海购物中心店),191,101,652,197
东直门内大街277号(北新桥地铁站B口出站即是),3995,2041,1281,兰溪小馆(东直门簋街店),81,100,457,135
中关村大街19号新中关大厦L412,3935,3635,209,玛雅铁板烧餐厅(中关村店),11,128,66,14
小黄庄北街环贸新生活斜对面(UME电影院附近),3909,2158,1134,金豆角焖面北京菜(安贞店),77,42,451,89
展春园西路蓟鑫大厦南侧3楼(近北四环，金川宾馆对面),3885,2040,1010,勒是雾都 · 重庆火锅(五道口店),189,95,492,154
三里屯路通盈中心3层,3824,2303,1011,湊湊 火锅·茶憩(三里屯店),136,140,294,80
学堂路清华东门创业大厦1楼110室(清华科技园内),3775,1769,1079,天厨妙香素食馆(五道口店),29,73,317,35
北河沿大街159-2号,3738,2670,859,河沿肉饼 Beijing Pie,11,55,176,22
西四北大街181号(近西四宾馆),3706,871,875,华天延吉餐厅(西四总店),213,39,699,236
欣宁街15号荟聚购物中心H区3层3-03-61-R号,3659,2573,690,西堤厚牛排(北京大兴宜家店),87,163,239,70
广渠门外大街垂杨柳路1号(双井桥西南),3659,2371,816,蝎王府(垂杨柳店),72,94,283,45
知春路大运村公寓旁，知春路地铁F出口（10号线13号线）对面(近口福居),3670,1747,812,木生火烤研院(知春路店),114,90,570,116
南门仓胡同1号(朝阳门桥西北角军区总院南门东侧),3675,2982,435,炙子革命老北京炙子烤肉(南门仓店),48,86,163,47
新源街45号(华都饭店十字路口往北200米),3680,1851,785,汉拿山(新源里店),84,94,299,81
霄云路18号(京润水上花园别墅北侧100米),3682,1692,921,福楼法餐厅 FLO,60,572,290,67
车公庄南街7天酒店1楼(官园市场西侧),3686,2481,832,三味缘牛蛙火锅(官园店),45,96,279,49
学清路圣熙8号购物中心欢乐汇KTV东侧1楼(近学院路),3690,1960,1098,很久以前羊肉串(学清路店),123,96,403,106
朝阳公园路1号好运街,3691,2757,627,木屋烧烤(好运街店),76,75,180,51
民族大学西路民族大学西门向北100米路东,3692,2093,1095,巴依老爷新疆美食(魏公村店),93,81,333,78
新华西街58号万达广场4层,3699,2083,890,外婆家(万达店),262,64,357,107
东直门内大街209号,3705,2103,1045,很久以前羊肉串(簋街店),100,101,382,75
阜成门外大街2号万通新世界3楼(近阜成门地铁),3710,2642,697,新辣道鱼火锅(阜成门店),38,87,288,45
王府井大街218号(王府井书店美食广场B1楼),3710,2251,1078,辉佐参鸡汤(王府井店),43,89,292,46
建国路93号万达广场17号,3711,1643,1163,草本工坊(万达广场店),88,80,447,86
西单北大街131号西单大悦城负1层B12504号,3712,1866,1258,Playking玩者火焰薄饼(北京西单大悦城店),105,69,410,73
慧忠北里111号楼(近奥林匹克森林公园),3714,2248,1026,双流老妈兔头(慧忠北里店),96,95,293,51
